from_phoneme,to_phoneme,anatomy,point_name,from_x,from_y,to_x,to_y,distance
ㅗ_입,ㅃ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅃ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅍ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅍ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅍ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅍ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅍ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅍ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅍ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅍ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅍ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅍ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅍ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅍ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅍ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅍ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅍ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅍ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅍ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅍ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅍ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅍ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅍ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅍ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅅ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅅ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅅ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅅ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅅ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅅ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅅ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅅ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅅ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅅ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅅ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅅ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅅ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅅ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅅ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅅ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅅ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅅ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅅ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅅ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅅ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅅ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅆ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅆ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅆ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅆ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅆ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅆ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅆ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅆ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅆ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅆ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅆ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅆ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅆ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅆ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅆ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅆ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅆ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅆ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅆ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅆ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅆ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅆ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅅ_경구개_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅅ_경구개_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅅ_경구개_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅅ_경구개_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅅ_경구개_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅅ_경구개_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅅ_경구개_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅅ_경구개_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅅ_경구개_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅅ_경구개_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅅ_경구개_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅅ_경구개_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅅ_경구개_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅅ_경구개_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅅ_경구개_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅅ_경구개_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅅ_경구개_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅅ_경구개_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅅ_경구개_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅅ_경구개_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅅ_경구개_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅅ_경구개_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅆ_경구개_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅆ_경구개_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅆ_경구개_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅆ_경구개_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅆ_경구개_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅆ_경구개_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅆ_경구개_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅆ_경구개_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅆ_경구개_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅆ_경구개_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅆ_경구개_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅆ_경구개_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅆ_경구개_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅆ_경구개_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅆ_경구개_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅆ_경구개_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅆ_경구개_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅆ_경구개_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅆ_경구개_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅆ_경구개_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅆ_경구개_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅆ_경구개_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㄴ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㄴ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㄴ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㄴ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㄴ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㄴ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㄴ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㄴ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㄴ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㄴ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㄴ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㄴ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㄴ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㄴ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㄴ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㄴ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㄴ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㄴ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㄴ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㄴ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㄴ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㄴ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㄷ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㄷ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㄷ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㄷ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㄷ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㄷ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㄷ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㄷ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㄷ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㄷ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㄷ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㄷ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㄷ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㄷ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㄷ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㄷ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㄷ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㄷ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㄷ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㄷ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㄷ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㄷ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㄸ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㄸ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㄸ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㄸ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㄸ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㄸ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㄸ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㄸ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㄸ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㄸ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㄸ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㄸ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㄸ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㄸ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㄸ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㄸ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㄸ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㄸ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㄸ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㄸ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㄸ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㄸ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅌ_입,mouth,Left_Corner_1,57,70,16,60,42.2
ㅗ_입,ㅌ_입,mouth,Upper_1,65,70,31,61,35.17
ㅗ_입,ㅌ_입,mouth,Upper_2,73,70,46,62,28.16
ㅗ_입,ㅌ_입,mouth,Upper_3,82,70,60,62,23.41
ㅗ_입,ㅌ_입,mouth,Upper_4,92,66,72,65,20.02
ㅗ_입,ㅌ_입,mouth,Upper_5,100,64,89,68,11.7
ㅗ_입,ㅌ_입,mouth,Upper_6,107,64,108,68,4.12
ㅗ_입,ㅌ_입,mouth,Upper_7,114,66,125,65,11.05
ㅗ_입,ㅌ_입,mouth,Upper_8,122,66,140,63,18.25
ㅗ_입,ㅌ_입,mouth,Upper_9,131,68,157,64,26.31
ㅗ_입,ㅌ_입,mouth,Upper_10,139,69,178,64,39.32
ㅗ_입,ㅌ_입,mouth,Right_Corner_1,148,70,189,62,41.77
ㅗ_입,ㅌ_입,mouth,Lower_1,137,74,169,67,32.76
ㅗ_입,ㅌ_입,mouth,Lower_2,131,73,147,69,16.49
ㅗ_입,ㅌ_입,mouth,Lower_3,123,74,130,71,7.62
ㅗ_입,ㅌ_입,mouth,Lower_4,115,74,115,72,2.0
ㅗ_입,ㅌ_입,mouth,Lower_5,107,74,96,73,11.05
ㅗ_입,ㅌ_입,mouth,Lower_6,101,74,77,69,24.52
ㅗ_입,ㅌ_입,mouth,Lower_7,93,74,62,67,31.78
ㅗ_입,ㅌ_입,mouth,Lower_8,86,72,49,67,37.34
ㅗ_입,ㅌ_입,mouth,Lower_9,77,72,37,66,40.45
ㅗ_입,ㅌ_입,mouth,Lower_10,67,73,28,64,40.02
ㅗ_입,ㅎ_입,mouth,Left_Corner_1,57,70,19,64,38.47
ㅗ_입,ㅎ_입,mouth,Upper_1,65,70,31,65,34.37
ㅗ_입,ㅎ_입,mouth,Upper_2,73,70,45,64,28.64
ㅗ_입,ㅎ_입,mouth,Upper_3,82,70,63,61,21.02
ㅗ_입,ㅎ_입,mouth,Upper_4,92,66,80,61,13.0
ㅗ_입,ㅎ_입,mouth,Upper_5,100,64,99,64,1.0
ㅗ_입,ㅎ_입,mouth,Upper_6,107,64,112,62,5.39
ㅗ_입,ㅎ_입,mouth,Upper_7,114,66,127,60,14.32
ㅗ_입,ㅎ_입,mouth,Upper_8,122,66,143,61,21.59
ㅗ_입,ㅎ_입,mouth,Upper_9,131,68,159,60,29.12
ㅗ_입,ㅎ_입,mouth,Upper_10,139,69,170,63,31.58
ㅗ_입,ㅎ_입,mouth,Right_Corner_1,148,70,182,63,34.71
ㅗ_입,ㅎ_입,mouth,Lower_1,137,74,159,69,22.56
ㅗ_입,ㅎ_입,mouth,Lower_2,131,73,143,74,12.04
ㅗ_입,ㅎ_입,mouth,Lower_3,123,74,131,78,8.94
ㅗ_입,ㅎ_입,mouth,Lower_4,115,74,117,78,4.47
ㅗ_입,ㅎ_입,mouth,Lower_5,107,74,99,80,10.0
ㅗ_입,ㅎ_입,mouth,Lower_6,101,74,82,76,19.1
ㅗ_입,ㅎ_입,mouth,Lower_7,93,74,67,73,26.02
ㅗ_입,ㅎ_입,mouth,Lower_8,86,72,54,70,32.06
ㅗ_입,ㅎ_입,mouth,Lower_9,77,72,37,68,40.2
ㅗ_입,ㅎ_입,mouth,Lower_10,67,73,28,67,39.46
ㅗ_입,휴지_입,mouth,Left_Corner_1,57,70,19,64,38.47
ㅗ_입,휴지_입,mouth,Upper_1,65,70,31,65,34.37
ㅗ_입,휴지_입,mouth,Upper_2,73,70,45,64,28.64
ㅗ_입,휴지_입,mouth,Upper_3,82,70,63,61,21.02
ㅗ_입,휴지_입,mouth,Upper_4,92,66,80,61,13.0
ㅗ_입,휴지_입,mouth,Upper_5,100,64,99,64,1.0
ㅗ_입,휴지_입,mouth,Upper_6,107,64,112,62,5.39
ㅗ_입,휴지_입,mouth,Upper_7,114,66,127,60,14.32
ㅗ_입,휴지_입,mouth,Upper_8,122,66,143,61,21.59
ㅗ_입,휴지_입,mouth,Upper_9,131,68,159,60,29.12
ㅗ_입,휴지_입,mouth,Upper_10,139,69,170,63,31.58
ㅗ_입,휴지_입,mouth,Right_Corner_1,148,70,182,63,34.71
ㅗ_입,휴지_입,mouth,Lower_1,137,74,159,69,22.56
ㅗ_입,휴지_입,mouth,Lower_2,131,73,143,74,12.04
ㅗ_입,휴지_입,mouth,Lower_3,123,74,131,78,8.94
ㅗ_입,휴지_입,mouth,Lower_4,115,74,117,78,4.47
ㅗ_입,휴지_입,mouth,Lower_5,107,74,99,80,10.0
ㅗ_입,휴지_입,mouth,Lower_6,101,74,82,76,19.1
ㅗ_입,휴지_입,mouth,Lower_7,93,74,67,73,26.02
ㅗ_입,휴지_입,mouth,Lower_8,86,72,54,70,32.06
ㅗ_입,휴지_입,mouth,Lower_9,77,72,37,68,40.2
ㅗ_입,휴지_입,mouth,Lower_10,67,73,28,67,39.46
ㅜ_입,ㅏ_입,mouth,Left_Corner_1,45,62,26,63,19.03
ㅜ_입,ㅏ_입,mouth,Upper_1,55,62,31,53,25.63
ㅜ_입,ㅏ_입,mouth,Upper_2,65,60,42,46,26.93
ㅜ_입,ㅏ_입,mouth,Upper_3,75,58,57,39,26.17
ㅜ_입,ㅏ_입,mouth,Upper_4,83,56,70,34,25.55
ㅜ_입,ㅏ_입,mouth,Upper_5,95,53,86,36,19.24
ㅜ_입,ㅏ_입,mouth,Upper_6,107,53,100,38,16.55
ㅜ_입,ㅏ_입,mouth,Upper_7,116,55,114,36,19.1
ㅜ_입,ㅏ_입,mouth,Upper_8,125,57,134,38,21.02
ㅜ_입,ㅏ_입,mouth,Upper_9,135,60,150,40,25.0
ㅜ_입,ㅏ_입,mouth,Upper_10,142,60,162,48,23.32
ㅜ_입,ㅏ_입,mouth,Right_Corner_1,154,62,177,60,23.09
ㅜ_입,ㅏ_입,mouth,Lower_1,141,68,172,76,32.02
ㅜ_입,ㅏ_입,mouth,Lower_2,133,68,163,86,34.99
ㅜ_입,ㅏ_입,mouth,Lower_3,125,68,151,99,40.46
ㅜ_입,ㅏ_입,mouth,Lower_4,115,68,135,109,45.62
ㅜ_입,ㅏ_입,mouth,Lower_5,108,68,115,111,43.57
ㅜ_입,ㅏ_입,mouth,Lower_6,96,67,97,111,44.01
ㅜ_입,ㅏ_입,mouth,Lower_7,83,67,79,110,43.19
ㅜ_입,ㅏ_입,mouth,Lower_8,74,67,65,105,39.05
ㅜ_입,ㅏ_입,mouth,Lower_9,64,67,47,92,30.23
ㅜ_입,ㅏ_입,mouth,Lower_10,52,66,33,77,21.95
ㅜ_입,ㅔ_입,mouth,Left_Corner_1,45,62,18,49,29.97
ㅜ_입,ㅔ_입,mouth,Upper_1,55,62,33,50,25.06
ㅜ_입,ㅔ_입,mouth,Upper_2,65,60,45,50,22.36
ㅜ_입,ㅔ_입,mouth,Upper_3,75,58,60,50,17.0
ㅜ_입,ㅔ_입,mouth,Upper_4,83,56,79,52,5.66
ㅜ_입,ㅔ_입,mouth,Upper_5,95,53,94,53,1.0
ㅜ_입,ㅔ_입,mouth,Upper_6,107,53,107,53,0.0
ㅜ_입,ㅔ_입,mouth,Upper_7,116,55,122,52,6.71
ㅜ_입,ㅔ_입,mouth,Upper_8,125,57,137,52,13.0
ㅜ_입,ㅔ_입,mouth,Upper_9,135,60,150,52,17.0
ㅜ_입,ㅔ_입,mouth,Upper_10,142,60,169,50,28.79
ㅜ_입,ㅔ_입,mouth,Right_Corner_1,154,62,185,50,33.24
ㅜ_입,ㅔ_입,mouth,Lower_1,141,68,177,64,36.22
ㅜ_입,ㅔ_입,mouth,Lower_2,133,68,161,77,29.41
ㅜ_입,ㅔ_입,mouth,Lower_3,125,68,143,90,28.43
ㅜ_입,ㅔ_입,mouth,Lower_4,115,68,128,95,29.97
ㅜ_입,ㅔ_입,mouth,Lower_5,108,68,107,98,30.02
ㅜ_입,ㅔ_입,mouth,Lower_6,96,67,95,98,31.02
ㅜ_입,ㅔ_입,mouth,Lower_7,83,67,77,95,28.64
ㅜ_입,ㅔ_입,mouth,Lower_8,74,67,59,90,27.46
ㅜ_입,ㅔ_입,mouth,Lower_9,64,67,41,78,25.5
ㅜ_입,ㅔ_입,mouth,Lower_10,52,66,28,66,24.0
ㅜ_입,ㅐ_입,mouth,Left_Corner_1,45,62,18,49,29.97
ㅜ_입,ㅐ_입,mouth,Upper_1,55,62,33,50,25.06
ㅜ_입,ㅐ_입,mouth,Upper_2,65,60,45,50,22.36
ㅜ_입,ㅐ_입,mouth,Upper_3,75,58,60,50,17.0
ㅜ_입,ㅐ_입,mouth,Upper_4,83,56,79,52,5.66
ㅜ_입,ㅐ_입,mouth,Upper_5,95,53,94,53,1.0
ㅜ_입,ㅐ_입,mouth,Upper_6,107,53,107,53,0.0
ㅜ_입,ㅐ_입,mouth,Upper_7,116,55,122,52,6.71
ㅜ_입,ㅐ_입,mouth,Upper_8,125,57,137,52,13.0
ㅜ_입,ㅐ_입,mouth,Upper_9,135,60,150,52,17.0
ㅜ_입,ㅐ_입,mouth,Upper_10,142,60,169,50,28.79
ㅜ_입,ㅐ_입,mouth,Right_Corner_1,154,62,185,50,33.24
ㅜ_입,ㅐ_입,mouth,Lower_1,141,68,177,64,36.22
ㅜ_입,ㅐ_입,mouth,Lower_2,133,68,161,77,29.41
ㅜ_입,ㅐ_입,mouth,Lower_3,125,68,143,90,28.43
ㅜ_입,ㅐ_입,mouth,Lower_4,115,68,128,95,29.97
ㅜ_입,ㅐ_입,mouth,Lower_5,108,68,107,98,30.02
ㅜ_입,ㅐ_입,mouth,Lower_6,96,67,95,98,31.02
ㅜ_입,ㅐ_입,mouth,Lower_7,83,67,77,95,28.64
ㅜ_입,ㅐ_입,mouth,Lower_8,74,67,59,90,27.46
ㅜ_입,ㅐ_입,mouth,Lower_9,64,67,41,78,25.5
ㅜ_입,ㅐ_입,mouth,Lower_10,52,66,28,66,24.0
ㅜ_입,ㅓ_입,mouth,Left_Corner_1,45,62,44,77,15.03
ㅜ_입,ㅓ_입,mouth,Upper_1,55,62,54,76,14.04
ㅜ_입,ㅓ_입,mouth,Upper_2,65,60,63,63,3.61
ㅜ_입,ㅓ_입,mouth,Upper_3,75,58,73,57,2.24
ㅜ_입,ㅓ_입,mouth,Upper_4,83,56,90,54,7.28
ㅜ_입,ㅓ_입,mouth,Upper_5,95,53,101,52,6.08
ㅜ_입,ㅓ_입,mouth,Upper_6,107,53,113,52,6.08
ㅜ_입,ㅓ_입,mouth,Upper_7,116,55,122,57,6.32
ㅜ_입,ㅓ_입,mouth,Upper_8,125,57,128,61,5.0
ㅜ_입,ㅓ_입,mouth,Upper_9,135,60,137,68,8.25
ㅜ_입,ㅓ_입,mouth,Upper_10,142,60,143,74,14.04
ㅜ_입,ㅓ_입,mouth,Right_Corner_1,154,62,155,74,12.04
ㅜ_입,ㅓ_입,mouth,Lower_1,141,68,137,82,14.56
ㅜ_입,ㅓ_입,mouth,Lower_2,133,68,130,89,21.21
ㅜ_입,ㅓ_입,mouth,Lower_3,125,68,121,94,26.31
ㅜ_입,ㅓ_입,mouth,Lower_4,115,68,113,98,30.07
ㅜ_입,ㅓ_입,mouth,Lower_5,108,68,105,98,30.15
ㅜ_입,ㅓ_입,mouth,Lower_6,96,67,101,98,31.4
ㅜ_입,ㅓ_입,mouth,Lower_7,83,67,93,98,32.57
ㅜ_입,ㅓ_입,mouth,Lower_8,74,67,81,95,28.86
ㅜ_입,ㅓ_입,mouth,Lower_9,64,67,71,88,22.14
ㅜ_입,ㅓ_입,mouth,Lower_10,52,66,63,82,19.42
ㅜ_입,ㅣ_입,mouth,Left_Corner_1,45,62,7,53,39.05
ㅜ_입,ㅣ_입,mouth,Upper_1,55,62,26,56,29.61
ㅜ_입,ㅣ_입,mouth,Upper_2,65,60,39,57,26.17
ㅜ_입,ㅣ_입,mouth,Upper_3,75,58,53,57,22.02
ㅜ_입,ㅣ_입,mouth,Upper_4,83,56,69,55,14.04
ㅜ_입,ㅣ_입,mouth,Upper_5,95,53,87,56,8.54
ㅜ_입,ㅣ_입,mouth,Upper_6,107,53,111,56,5.0
ㅜ_입,ㅣ_입,mouth,Upper_7,116,55,131,54,15.03
ㅜ_입,ㅣ_입,mouth,Upper_8,125,57,146,54,21.21
ㅜ_입,ㅣ_입,mouth,Upper_9,135,60,164,56,29.27
ㅜ_입,ㅣ_입,mouth,Upper_10,142,60,176,56,34.23
ㅜ_입,ㅣ_입,mouth,Right_Corner_1,154,62,195,55,41.59
ㅜ_입,ㅣ_입,mouth,Lower_1,141,68,178,73,37.34
ㅜ_입,ㅣ_입,mouth,Lower_2,133,68,165,78,33.53
ㅜ_입,ㅣ_입,mouth,Lower_3,125,68,149,85,29.41
ㅜ_입,ㅣ_입,mouth,Lower_4,115,68,132,90,27.8
ㅜ_입,ㅣ_입,mouth,Lower_5,108,68,117,90,23.77
ㅜ_입,ㅣ_입,mouth,Lower_6,96,67,96,90,23.0
ㅜ_입,ㅣ_입,mouth,Lower_7,83,67,77,88,21.84
ㅜ_입,ㅣ_입,mouth,Lower_8,74,67,55,84,25.5
ㅜ_입,ㅣ_입,mouth,Lower_9,64,67,43,80,24.7
ㅜ_입,ㅣ_입,mouth,Lower_10,52,66,23,74,30.08
ㅜ_입,ㅡ_입,mouth,Left_Corner_1,45,62,17,75,30.87
ㅜ_입,ㅡ_입,mouth,Upper_1,55,62,28,72,28.79
ㅜ_입,ㅡ_입,mouth,Upper_2,65,60,43,68,23.41
ㅜ_입,ㅡ_입,mouth,Upper_3,75,58,59,62,16.49
ㅜ_입,ㅡ_입,mouth,Upper_4,83,56,75,60,8.94
ㅜ_입,ㅡ_입,mouth,Upper_5,95,53,87,57,8.94
ㅜ_입,ㅡ_입,mouth,Upper_6,107,53,105,57,4.47
